ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,462011 9:00,144.8,42,45,37,49,49,48,50,45,39,50,46,43,46,55,46,51,43,52,43,50,49,48,46,45,49
1,462011 10:00,128.1,51,52,43,53,54,53,53,53,45,54,52,50,52,55,53,56,52,57,48,54,52,54,54,53,53
1,462011 11:00,115.7,58,55,53,57,58,56,56,56,50,56,54,54,54,56,55,58,55,58,54,57,54,55,58,56,55
1,462011 12:00,108.5,60,55,57,59,59,57,58,58,52,58,58,55,57,56,58,59,59,60,55,57,55,57,60,59,58
1,462011 13:00,103.9,62,57,59,62,61,58,61,60,55,60,60,59,59,57,61,61,61,58,61,61,57,59,62,62,60
1,462011 14:00,99.9,64,61,61,64,63,59,62,62,57,63,62,61,61,58,63,63,63,59,61,62,61,61,64,64,62
1,462011 15:00,98.7,66,64,63,65,64,61,65,64,61,65,64,63,63,59,65,62,64,59,63,64,62,63,66,66,64
1,462011 16:00,97.9,67,64,64,67,66,62,66,66,61,65,64,63,65,59,66,62,66,59,63,62,64,63,66,67,64
1,462011 17:00,100.5,68,64,65,68,67,62,66,67,61,66,65,64,65,59,66,61,68,59,64,62,64,64,67,68,65
1,462011 18:00,102.5,68,64,64,67,67,60,63,67,57,67,64,64,65,58,65,60,68,59,64,60,64,64,67,67,65
1,462011 19:00,105.9,67,63,62,65,63,57,58,66,55,65,63,64,63,57,65,58,64,57,63,57,62,63,65,65,62
1,462011 20:00,115,63,57,60,61,58,56,54,61,54,61,60,61,59,57,60,54,61,57,61,53,59,57,62,62,59
1,462011 21:00,128.5,60,55,57,59,55,54,52,57,52,58,57,59,55,58,55,53,59,58,59,52,57,55,61,60,56
1,462011 22:00,126.2,60,52,54,56,54,54,51,55,52,56,56,59,55,59,58,53,57,58,57,51,55,54,59,58,55
1,462011 23:00,116.4,58,54,55,54,53,54,50,55,48,54,57,57,55,60,57,54,55,58,55,50,54,52,57,58,54
1,472011 0:00,104.6,57,54,51,53,51,54,49,54,50,53,57,57,53,60,56,53,55,58,55,50,54,50,56,56,53
1,472011 1:00,97.1,57,52,50,54,50,53,48,53,48,53,55,54,53,60,55,52,55,58,54,50,53,50,55,55,52
1,472011 2:00,94.9,56,54,50,51,49,53,47,52,46,51,53,54,53,59,55,51,55,58,45,50,52,50,54,55,51
1,472011 3:00,94.1,54,54,48,51,49,53,49,49,46,50,52,52,54,57,54,51,54,58,43,50,53,46,52,54,51
1,472011 4:00,95.7,54,52,46,51,49,53,50,47,46,50,51,52,52,57,53,51,50,58,45,51,53,46,49,51,50
1,472011 5:00,100.7,52,50,40,50,48,51,50,45,52,50,50,50,51,59,51,49,48,58,43,49,53,46,49,51,48
1,472011 6:00,114.3,51,50,38,47,45,50,46,47,52,49,48,50,50,60,48,47,45,58,41,46,53,46,48,48,47
1,472011 7:00,136.9,49,48,39,47,47,51,47,44,52,48,47,50,49,60,45,48,41,57,39,45,54,46,47,46,46
1,472011 8:00,136.1,46,52,40,50,49,54,52,46,54,51,49,50,50,62,50,57,41,61,41,53,55,50,50,50,50
1,472011 9:00,120.8,56,55,46,54,60,58,59,58,55,56,54,54,54,64,55,63,52,64,50,61,58,55,56,56,56
1,472011 10:00,112.2,60,63,53,60,64,63,65,63,57,60,59,55,58,65,60,66,59,66,54,66,62,61,62,60,60
1,472011 11:00,105.9,65,64,61,65,67,65,69,66,59,66,65,63,63,67,67,70,66,67,61,69,66,64,67,65,65
1,472011 12:00,102.8,71,70,67,70,70,69,73,70,61,69,69,68,69,67,71,72,70,68,68,71,71,68,71,71,69
1,472011 13:00,101,73,73,68,72,73,72,75,73,63,72,71,72,72,68,73,75,72,70,72,74,73,70,74,74,73
1,472011 14:00,101,75,73,70,74,75,75,76,75,64,73,74,72,74,69,74,75,73,70,72,75,76,73,75,76,75
1,472011 15:00,100.9,76,75,72,74,77,77,77,77,66,75,75,73,75,69,77,78,73,69,73,77,76,73,76,77,77
1,472011 16:00,102.2,77,75,73,77,77,77,78,77,68,76,76,73,75,69,77,78,77,70,73,76,77,73,77,79,77
1,472011 17:00,105.5,78,75,75,77,77,76,77,77,68,77,76,75,75,69,77,75,77,70,75,74,74,75,76,78,77
1,472011 18:00,108,78,73,73,78,76,74,74,77,70,75,75,75,76,68,77,72,77,68,73,71,67,73,77,77,75
1,472011 19:00,109.6,77,70,69,74,72,71,70,76,64,74,72,73,73,65,76,70,75,66,73,69,56,72,75,75,73
1,472011 20:00,113.4,67,64,64,67,68,63,64,70,63,69,69,64,70,64,68,66,70,62,70,64,52,61,72,71,65
1,472011 21:00,124.1,61,57,61,65,64,63,63,65,61,64,67,63,65,63,63,64,63,62,63,61,50,61,69,68,59
1,472011 22:00,118.3,59,57,62,65,62,59,61,63,59,62,64,61,65,63,60,62,59,62,63,58,50,59,61,63,57
1,472011 23:00,104.5,57,54,62,62,62,57,58,61,59,63,61,61,62,64,60,62,61,61,63,58,49,59,65,65,54
1,482011 0:00,91,56,55,59,61,61,55,56,61,57,62,61,63,60,64,59,61,61,61,55,57,47,59,64,65,55
1,482011 1:00,80.4,54,55,58,61,60,55,57,60,55,61,60,59,60,64,59,61,55,59,54,58,48,59,64,63,59
1,482011 2:00,75.8,60,54,55,60,59,54,57,59,55,60,58,58,57,64,54,60,50,61,59,59,48,56,59,62,53
1,482011 3:00,74.1,60,54,55,57,58,54,55,58,55,59,55,58,53,64,53,60,48,61,55,57,48,54,56,59,51
1,482011 4:00,75.3,60,50,53,56,56,53,56,56,57,57,55,57,51,64,51,58,46,61,57,57,48,51,59,57,48
1,482011 5:00,79.3,59,50,50,54,54,52,50,55,55,55,57,56,50,63,52,59,46,59,52,55,48,49,57,56,51
1,482011 6:00,91.7,58,50,48,53,53,52,50,55,54,53,57,55,49,62,52,54,45,57,52,53,48,46,55,56,48
1,482011 7:00,114.4,55,50,48,53,52,53,50,53,54,53,52,55,47,57,51,53,46,58,54,54,49,50,54,56,50
1,482011 8:00,118.1,52,50,49,56,55,54,57,56,54,57,51,54,47,63,54,57,48,62,54,59,50,52,58,54,51
1,482011 9:00,112.2,59,54,53,59,62,57,64,62,54,62,53,57,49,68,54,67,54,65,54,64,52,54,64,56,53
1,482011 10:00,108.9,67,55,61,65,69,61,67,69,55,64,56,63,50,68,57,71,63,68,55,70,54,55,69,59,55
1,482011 11:00,105.6,71,57,68,69,73,64,67,73,55,67,59,68,53,68,63,75,70,68,55,73,58,61,75,62,60
1,482011 12:00,102.4,76,64,70,76,77,66,73,77,63,71,63,72,57,69,66,79,73,69,59,78,59,64,74,67,64
1,482011 13:00,99.8,78,70,73,79,78,69,75,78,66,76,68,73,62,69,71,80,77,72,63,77,59,72,77,73,69
1,482011 14:00,100.9,80,73,74,81,81,71,75,80,63,80,73,77,66,70,75,80,79,73,68,78,60,75,80,77,76
1,482011 15:00,101.5,82,75,74,82,83,71,80,82,59,82,74,79,65,71,76,81,81,72,70,76,62,77,82,79,76
1,482011 16:00,102.8,83,75,77,82,83,73,78,82,63,82,76,79,63,72,78,78,79,72,70,77,57,79,82,78,78
1,482011 17:00,104.4,83,72,77,81,83,71,77,83,66,82,74,79,63,71,79,81,81,70,70,75,54,79,82,80,79
1,482011 18:00,105.8,83,64,78,81,82,72,75,82,68,82,74,79,58,71,76,78,81,70,72,74,53,79,82,77,77
1,482011 19:00,107,81,59,76,79,79,62,72,81,68,80,73,79,57,69,73,75,79,67,72,71,52,77,80,69,71
1,482011 20:00,109.9,78,55,73,77,74,60,67,77,66,77,70,75,55,68,66,72,73,66,70,71,51,70,78,65,64
1,482011 21:00,117.5,75,55,72,75,72,58,67,73,64,75,66,70,55,70,60,69,68,66,68,69,52,63,74,60,61
1,482011 22:00,112.1,74,54,68,72,69,57,68,70,64,66,56,68,52,68,56,68,70,65,63,68,51,61,70,57,58
1,482011 23:00,101.8,72,54,61,71,68,56,67,69,64,60,54,57,52,68,53,68,63,65,59,66,50,55,64,56,55
1,492011 0:00,92.6,67,54,60,70,68,55,61,69,64,59,54,55,51,64,53,70,63,66,61,63,49,54,61,55,55
1,492011 1:00,82.9,65,52,58,69,69,54,58,62,66,56,54,54,51,63,53,70,61,63,57,61,49,54,59,54,55
1,492011 2:00,78.7,63,50,54,66,66,53,58,62,66,57,54,54,50,63,54,63,61,61,55,60,48,54,59,54,55
1,492011 3:00,76.8,60,50,55,64,63,51,57,61,63,57,54,55,50,62,54,62,61,61,59,59,48,54,59,53,54
1,492011 4:00,77.5,58,50,54,62,63,50,57,61,61,56,53,52,49,60,52,63,59,62,55,58,48,52,56,53,53
1,492011 5:00,80.1,58,48,56,61,62,49,57,58,63,56,51,51,49,57,51,60,57,60,54,57,48,51,55,52,52
1,492011 6:00,85.7,57,46,53,58,60,50,55,59,63,55,50,51,47,54,50,59,55,58,54,57,49,50,55,51,50
1,492011 7:00,94.9,57,46,53,59,61,50,54,56,63,53,48,50,46,55,50,58,55,57,52,56,50,49,55,51,49
1,492011 8:00,105.9,57,46,54,59,60,50,53,56,63,51,48,50,46,54,50,58,55,55,50,54,49,48,54,50,49
1,492011 9:00,121.4,58,46,57,62,62,51,51,57,64,50,47,50,46,54,49,59,61,54,50,53,48,46,54,48,49
1,492011 10:00,129,58,48,65,66,60,52,52,57,66,51,48,50,46,55,49,58,64,54,50,53,48,48,53,49,49
1,492011 11:00,128.8,59,50,71,69,59,52,53,56,70,52,48,50,47,58,50,56,66,57,50,53,50,50,54,50,50
1,492011 12:00,123.8,60,50,74,72,60,53,55,56,73,54,49,50,48,60,50,57,68,60,52,53,50,52,54,51,52
1,492011 13:00,118.4,60,52,76,73,60,56,57,57,73,55,50,50,49,61,51,58,66,64,52,56,50,52,54,53,53
1,492011 14:00,112.5,60,54,79,72,62,57,60,60,68,57,51,50,50,62,52,59,68,64,52,57,51,54,56,54,55
1,492011 15:00,106.7,62,55,79,71,63,57,64,61,63,58,52,52,52,62,54,59,63,64,52,60,51,55,58,55,56
1,492011 16:00,102.4,64,55,82,70,63,57,64,62,59,59,52,52,53,58,55,61,63,64,50,63,52,55,61,57,56
1,492011 17:00,103,64,57,81,68,65,56,64,63,55,59,51,52,53,58,55,62,61,63,50,65,51,59,60,57,56
1,492011 18:00,105.3,61,57,80,61,64,52,62,63,55,59,52,52,53,56,54,59,57,63,50,62,50,59,60,57,56
1,492011 19:00,109.6,59,55,78,58,62,51,60,62,55,59,52,52,52,56,53,58,54,61,50,59,50,59,58,55,56
1,492011 20:00,118.2,58,55,80,57,61,51,59,59,55,57,51,50,51,56,52,57,54,60,50,57,49,57,56,54,56
1,492011 21:00,125.7,57,55,69,58,60,51,59,58,55,57,52,52,51,57,53,58,52,60,50,57,48,55,55,54,53
1,492011 22:00,120.5,57,54,65,56,57,52,57,56,52,55,51,50,51,57,54,56,52,59,50,57,49,54,55,53,54
1,492011 23:00,113.3,56,54,63,55,58,51,56,56,52,55,51,52,50,57,52,57,52,57,50,57,48,54,55,54,53
1,4102011 0:00,104.1,56,52,62,55,57,50,57,56,55,56,51,52,50,56,53,57,52,57,50,57,48,54,55,54,53
1,4102011 1:00,95.5,55,52,61,54,57,51,57,56,55,55,50,50,50,57,52,58,52,59,50,57,48,52,55,53,54
1,4102011 2:00,90.6,55,52,59,54,56,52,56,55,57,55,49,50,50,57,52,58,52,59,50,55,48,52,55,53,54
1,4102011 3:00,87.6,55,52,59,54,57,51,56,55,54,55,49,50,50,57,52,57,50,59,50,57,49,52,55,53,53
