ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,652011 15:00,176.2,93,75,89,92,91,81,83,92,81,88,86,88,82,81,88,93,91,84,88,88,78,82,91,87,86
1,652011 16:00,178.9,93,75,89,93,91,81,84,92,79,90,87,88,80,80,88,87,91,86,90,88,77,84,92,88,85
1,652011 17:00,178.3,94,75,89,89,91,80,85,92,79,87,87,88,82,80,88,85,91,87,88,88,76,81,91,89,82
1,652011 18:00,178,91,79,86,88,90,81,82,91,77,87,85,86,82,79,86,83,77,86,86,88,75,79,90,85,83
1,652011 19:00,177.2,87,75,82,75,88,80,80,87,75,83,86,79,81,79,83,82,66,82,84,85,74,79,87,83,81
1,652011 20:00,171.7,84,75,77,70,86,77,68,86,73,80,83,79,78,77,81,79,68,80,81,83,73,77,83,81,77
1,652011 21:00,170.6,82,70,75,69,81,76,75,83,73,78,79,75,74,77,78,76,68,77,79,77,73,73,82,78,72
1,652011 22:00,166.8,77,70,73,68,77,76,75,81,72,76,78,77,71,75,75,74,68,77,77,77,72,70,80,77,71
1,652011 23:00,147.3,77,66,74,69,73,74,74,78,64,74,78,77,70,76,75,73,68,75,75,76,71,70,79,76,72
1,662011 0:00,127.7,74,68,71,69,72,73,73,77,64,73,76,75,69,77,74,73,68,73,73,74,70,68,78,75,69
1,662011 1:00,111,76,64,70,68,72,72,72,75,63,72,75,73,70,77,73,71,68,72,73,72,70,70,72,74,67
1,662011 2:00,101.3,74,64,70,68,72,70,70,73,63,70,74,72,69,76,71,70,68,72,72,71,70,68,71,73,67
1,662011 3:00,95.4,73,64,67,69,72,69,69,72,64,69,72,70,69,74,71,70,66,72,70,70,69,64,72,72,65
1,662011 4:00,92.7,72,64,68,70,68,68,68,71,64,67,72,68,68,74,68,68,66,72,72,69,69,63,70,71,64
1,662011 5:00,93,69,64,66,69,68,69,67,69,61,67,71,68,67,73,68,68,66,71,72,68,69,63,67,70,64
1,662011 6:00,97.9,68,64,66,68,68,70,66,68,61,65,71,68,65,71,67,69,64,71,72,65,68,63,68,70,64
1,662011 7:00,108.4,68,64,66,69,70,71,68,68,64,66,70,68,65,73,69,68,66,72,70,67,70,63,68,70,65
1,662011 8:00,119.1,71,70,68,74,72,77,71,71,63,70,73,72,69,76,71,71,68,76,73,69,73,66,72,72,69
1,662011 9:00,130.5,76,73,72,77,73,79,74,74,68,74,76,73,74,77,76,76,72,80,75,74,76,72,75,74,73
1,662011 10:00,144.9,80,75,76,79,79,82,78,78,70,77,78,77,77,80,80,80,77,81,79,79,78,75,77,78,77
1,662011 11:00,157.4,81,79,80,83,81,82,82,82,72,81,80,79,80,79,81,83,81,83,82,81,78,79,81,82,80
1,662011 12:00,171.4,84,79,81,84,82,83,83,84,73,83,83,81,81,79,84,83,82,83,84,83,79,81,83,84,82
1,662011 13:00,184.4,87,82,81,84,84,83,85,86,75,85,84,82,83,80,85,85,86,83,84,85,80,81,86,86,84
1,662011 14:00,196.1,86,84,82,87,88,82,86,88,77,88,85,84,84,80,87,85,86,81,86,85,80,82,87,87,86
1,662011 15:00,201.4,89,84,83,88,86,72,85,89,77,88,87,84,84,82,88,82,86,84,88,83,80,84,89,89,86
1,662011 16:00,208.9,89,84,77,89,86,79,86,90,75,88,87,84,85,82,88,85,86,84,84,86,80,86,90,89,88
1,662011 17:00,215.4,90,84,81,89,86,81,85,90,79,90,87,86,85,83,88,83,88,83,86,84,80,86,89,87,87
1,662011 18:00,218.5,90,84,82,88,88,81,93,89,75,88,87,86,84,80,88,81,86,82,84,80,80,86,90,88,87
1,662011 19:00,214.2,89,81,80,87,86,80,81,89,75,88,86,84,83,79,86,79,86,80,84,78,78,82,88,86,86
1,662011 20:00,199.8,86,77,79,82,81,77,76,87,73,84,83,81,80,77,81,77,81,78,82,76,77,81,84,82,82
1,662011 21:00,187.9,79,75,77,77,77,75,74,82,70,79,83,73,74,73,75,76,73,77,77,73,74,77,77,78,72
1,662011 22:00,180.4,76,73,74,73,73,71,73,78,70,75,80,73,74,72,71,75,70,77,73,72,72,73,74,76,69
1,662011 23:00,157.4,72,70,71,73,72,72,69,77,66,74,79,73,71,69,70,74,68,77,72,72,72,72,72,72,73
1,672011 0:00,132.9,71,70,69,72,70,69,67,74,68,72,76,72,68,68,70,73,68,75,70,70,70,72,69,72,71
1,672011 1:00,114.5,70,70,68,71,70,65,67,71,66,71,75,73,70,67,70,70,66,72,70,69,68,70,75,73,70
1,672011 2:00,104.1,69,66,66,71,68,70,67,70,64,70,74,68,68,68,68,69,64,70,73,68,69,68,74,73,68
1,672011 3:00,97.5,68,64,65,68,68,68,66,69,61,69,73,68,65,67,67,68,64,70,72,68,67,64,74,71,66
1,672011 4:00,93.8,67,64,64,67,66,66,65,68,61,67,68,64,65,66,65,67,63,68,66,67,68,63,73,68,66
1,672011 5:00,93.4,67,64,63,65,66,66,64,68,59,66,69,64,64,66,63,67,63,68,64,67,66,63,72,68,64
1,672011 6:00,97.4,67,63,63,71,64,63,63,68,61,66,67,63,63,67,62,67,63,69,64,65,66,61,70,64,63
1,672011 7:00,108.5,70,64,63,69,66,66,67,68,63,68,67,64,62,72,64,68,63,71,66,68,69,64,72,66,64
1,672011 8:00,120.7,73,70,63,74,72,73,73,71,61,71,71,70,67,79,71,75,70,78,70,72,73,72,75,70,71
1,672011 9:00,132.7,77,75,66,78,77,79,77,76,64,77,75,72,72,80,75,80,73,81,75,77,77,77,78,75,76
1,672011 10:00,151.1,81,79,73,81,79,82,80,80,72,80,79,77,78,82,80,82,79,82,79,80,80,79,81,79,78
1,672011 11:00,167.1,84,81,80,85,81,82,84,82,75,83,83,79,82,83,84,84,84,85,81,82,80,81,83,86,81
1,672011 12:00,181.2,87,84,83,86,82,85,85,84,79,85,85,82,84,84,86,86,86,86,84,84,85,82,88,88,85
1,672011 13:00,195.5,89,84,85,88,88,87,85,86,81,88,86,86,86,85,87,86,88,85,84,85,86,84,89,89,86
1,672011 14:00,207.2,91,84,87,87,88,87,87,88,81,88,89,86,87,84,89,86,90,86,88,84,86,86,90,89,88
1,672011 15:00,218.8,91,88,88,89,88,87,89,89,81,88,90,88,87,86,89,86,90,85,88,83,86,88,91,93,89
1,672011 16:00,225.8,92,86,89,90,89,88,88,91,82,90,91,90,87,85,88,86,91,84,90,85,87,88,90,91,89
1,672011 17:00,235.2,92,90,87,89,91,87,85,91,82,91,89,88,87,85,90,86,90,84,90,84,85,88,93,90,89
1,672011 18:00,238.5,92,84,85,90,91,84,84,91,82,90,90,88,88,84,86,85,90,83,88,82,83,88,91,90,88
1,672011 19:00,234,90,84,82,88,90,83,82,90,82,90,88,86,84,82,84,82,88,81,72,79,82,86,89,87,86
1,672011 20:00,220,87,79,80,87,84,81,79,84,77,85,86,82,80,80,80,79,82,80,66,77,80,82,88,85,79
1,672011 21:00,208.6,82,75,79,81,81,79,77,81,72,81,84,79,78,79,77,77,77,79,68,76,78,81,85,82,74
1,672011 22:00,199.2,77,73,76,79,78,78,75,78,66,79,79,81,75,79,75,76,79,79,68,75,76,77,84,81,71
1,672011 23:00,175.3,81,73,74,77,77,77,74,77,70,78,77,77,73,79,74,76,75,80,68,74,76,75,82,80,76
1,682011 0:00,151.3,80,73,71,77,76,77,74,76,68,76,74,75,74,79,74,76,73,79,68,73,75,73,80,78,76
1,682011 1:00,131.9,77,73,69,77,75,77,73,75,70,75,73,73,72,79,76,74,72,79,66,72,75,72,79,79,74
1,682011 2:00,121.8,77,72,68,77,75,76,73,75,66,74,72,73,73,79,76,75,70,79,66,73,74,72,77,78,73
1,682011 3:00,115.1,76,70,68,74,75,75,72,75,63,74,71,70,71,79,75,75,68,79,66,73,74,72,76,76,73
1,682011 4:00,111.1,74,70,66,74,75,76,72,75,68,73,70,70,70,79,73,74,68,79,66,72,73,72,75,75,73
1,682011 5:00,111,72,70,66,73,74,76,72,74,70,73,69,72,70,79,70,74,68,79,66,72,73,72,74,73,72
1,682011 6:00,115.1,70,70,64,73,73,75,72,73,70,73,68,72,69,79,69,73,64,79,66,72,72,72,74,72,72
1,682011 7:00,128.2,69,70,65,72,73,76,74,73,66,73,69,70,69,80,72,73,66,80,66,74,73,72,74,73,72
1,682011 8:00,142.6,74,73,69,74,74,79,76,74,70,76,75,72,73,81,75,77,70,82,70,76,76,73,76,76,74
1,682011 9:00,156.9,77,79,74,77,76,82,81,76,75,77,79,75,77,83,78,80,77,83,77,79,79,77,77,80,79
1,682011 10:00,174.9,81,82,78,80,80,85,85,80,77,83,83,79,80,84,82,83,81,84,82,82,83,81,84,83,82
1,682011 11:00,195.2,84,84,83,84,83,88,87,83,79,85,87,82,84,86,86,86,86,85,84,85,85,82,87,87,85
1,682011 12:00,216.2,87,90,86,86,87,90,90,87,81,88,89,86,87,86,88,88,88,86,88,87,90,86,89,89,88
1,682011 13:00,231,90,90,86,90,89,92,93,89,82,91,91,88,89,86,90,90,90,87,90,89,91,88,92,91,91
1,682011 14:00,245.9,92,93,89,89,90,92,94,91,81,93,91,88,91,85,92,92,91,87,91,91,92,90,93,96,92
1,682011 15:00,256.5,94,93,83,92,91,95,95,93,82,94,93,90,92,84,94,92,91,87,91,91,90,91,95,95,94
1,682011 16:00,265.6,95,93,81,94,91,95,92,93,82,95,94,90,92,85,93,90,93,86,91,90,91,91,94,92,92
1,682011 17:00,273.4,95,93,78,92,91,95,91,93,77,95,94,91,92,84,93,89,93,85,91,88,93,93,95,97,95
1,682011 18:00,276.4,95,93,75,92,88,93,87,92,75,94,93,91,92,84,93,87,91,84,90,86,92,91,95,94,96
1,682011 19:00,272,94,90,75,90,86,92,86,92,75,94,92,90,90,83,90,84,88,83,86,84,90,91,94,93,91
1,682011 20:00,257.8,90,84,73,87,82,88,82,86,73,90,89,86,86,81,85,81,81,81,82,81,87,88,90,88,84
1,682011 21:00,243.7,85,79,71,83,79,86,80,80,73,86,88,81,82,80,81,78,77,81,81,78,85,86,88,84,79
1,682011 22:00,232.6,80,75,70,79,77,85,78,80,72,84,82,77,79,80,78,78,73,80,77,77,84,82,87,81,77
1,682011 23:00,206.6,80,75,69,78,77,83,77,78,72,82,81,77,76,80,77,77,72,80,77,76,80,81,85,80,80
1,692011 0:00,179.3,81,75,67,75,75,82,76,77,70,79,80,73,74,80,76,76,70,80,75,74,80,79,82,81,79
1,692011 1:00,157.1,81,75,66,72,73,81,75,77,66,77,78,73,75,80,75,76,70,80,73,74,79,77,81,80,77
1,692011 2:00,144,79,75,66,73,73,79,73,77,66,76,77,73,74,80,74,76,68,80,73,73,79,75,79,79,76
1,692011 3:00,134.8,78,75,64,73,73,78,74,75,66,75,74,72,73,80,76,75,68,80,72,72,78,73,77,78,76
1,692011 4:00,129.1,76,73,63,73,73,78,73,73,66,75,72,73,73,79,76,75,66,80,72,72,77,73,77,77,74
1,692011 5:00,126.7,74,73,63,73,70,77,73,70,64,75,72,73,72,79,74,75,66,79,72,72,77,72,76,74,73
1,692011 6:00,129.2,74,70,63,71,70,76,73,70,63,75,72,72,71,79,73,74,66,79,70,72,77,72,74,75,72
1,692011 7:00,137.6,73,73,61,72,70,77,74,70,66,75,73,72,73,79,74,75,68,79,72,73,77,72,75,75,73
1,692011 8:00,154,74,75,67,75,73,80,77,73,72,76,76,73,75,81,75,78,70,80,75,76,80,75,76,77,76
1,692011 9:00,169.6,75,79,71,77,79,83,81,79,73,80,80,77,78,83,78,81,77,82,79,80,83,79,72,80,79
1,692011 10:00,186.6,76,84,77,80,81,86,85,81,77,84,84,79,82,83,82,84,81,83,84,83,86,81,70,84,82
1,692011 11:00,206.6,79,84,82,84,82,89,87,82,79,87,88,81,85,85,84,86,86,85,88,85,90,84,70,85,85
1,692011 12:00,226.3,79,90,85,88,86,93,90,86,81,89,91,82,88,85,86,88,88,86,88,88,93,88,70,88,88
1,692011 13:00,242.1,85,91,87,90,88,94,94,88,82,91,92,86,89,85,88,91,90,87,88,89,95,90,75,91,90
1,692011 14:00,257,87,93,89,91,90,96,96,90,72,94,93,86,92,85,89,93,91,86,81,92,97,91,78,93,94
1,692011 15:00,267.9,90,95,79,93,90,97,92,90,66,95,91,88,92,85,90,93,93,87,81,92,97,91,83,94,94
1,692011 16:00,273.9,91,95,78,95,91,97,94,91,70,96,75,90,93,85,90,91,91,86,79,89,97,95,87,95,94
1,692011 17:00,279.2,92,95,79,79,90,98,90,90,72,96,75,86,93,84,86,89,79,85,79,87,95,95,89,94,94
1,692011 18:00,281.3,92,93,79,82,86,95,87,86,72,96,77,81,91,84,87,86,79,83,79,83,96,93,88,90,94
1,692011 19:00,275,89,90,72,83,82,93,84,82,73,93,77,81,88,82,84,84,79,82,77,81,95,91,87,87,91
1,692011 20:00,260.5,86,88,68,81,81,90,81,81,72,89,78,81,84,81,82,80,77,81,77,78,93,88,86,86,88
1,692011 21:00,249.1,83,81,68,79,77,87,77,77,68,85,74,77,81,80,79,77,75,80,75,76,89,84,82,82,84
1,692011 22:00,239.5,81,79,66,77,77,85,76,77,68,84,76,73,78,80,76,76,73,80,75,75,86,81,78,81,82
1,692011 23:00,213.2,78,75,66,75,73,83,75,73,68,80,76,73,76,79,76,76,70,79,70,74,86,81,81,79,76
1,6102011 0:00,185.2,78,75,65,74,73,82,74,72,64,78,71,72,74,79,73,75,68,79,70,72,84,79,79,77,78
1,6102011 1:00,162.9,77,75,63,71,72,80,73,72,64,76,76,70,74,79,73,74,68,79,66,72,82,77,77,80,78
1,6102011 2:00,149.4,78,75,63,72,72,79,72,72,66,75,71,72,73,79,72,73,66,79,68,71,80,73,76,78,76
1,6102011 3:00,139.3,76,75,63,71,70,77,71,70,64,74,70,68,72,79,72,71,66,78,66,70,79,73,76,77,75
